percentage_time,cumulative_sec,self_sec,calls,self sec/call,total sec/call,name,class,function
0.13,43.07,0.07,24598220.0,0.0,0.0,"Slice::getWpScaling(RefPicList, int)",Slice,getWpScaling
0.13,43.13,0.07,2550767.0,0.0,0.0,"PU::addMVPCandUnscaled(PredictionUnit const&, RefPicList const&, int const&, Position const&, MvpDir const&, AMVPInfo&)",PU,addMVPCandUnscaled
0.12,43.19,0.06,42344474.0,0.0,0.0,"CU::isSameSliceAndTile(CodingUnit const&, CodingUnit const&)",CU,isSameSliceAndTile
0.12,43.25,0.06,26498916.0,0.0,0.0,"roundAffineMv(int&, int&, int)",no_class_function,roundAffineMv
0.12,43.31,0.06,22158017.0,0.0,0.0,"xMergeCandLists(Mv*, unsigned int, unsigned int, Mv*, unsigned int)",no_class_function,xMergeCandLists
0.12,43.37,0.06,6446118.0,0.0,0.0,PelStorage::getBuf(UnitArea const&),PelStorage,getBuf
0.12,43.43,0.06,1159780.0,0.0,0.0,"UnitArea::UnitArea(ChromaFormat, Area const&)",UnitArea,UnitArea
0.12,43.49,0.06,381931.0,0.0,0.0,"CABACWriter::transform_unit(TransformUnit const&, CUCtx&, Partitioner&, int)",CABACWriter,transform_unit
0.12,43.55,0.06,374984.0,0.0,0.0,"std::pair<long, long> fwdTransformCbCr<-2>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)",std,"pair<long, long> fwdTransformCbCr<-2>"
0.12,43.61,0.06,29346920.0,0.0,0.0,"Picture::getRecoBuf(CompArea const&, bool) const",Picture,getRecoBuf
0.12,43.67,0.06,8123003.0,0.0,0.0,"InterpolationFilter::filterVer(ComponentID, short const*, int, short*, int, int, int, int, bool, bool, ClpRng const&, int, bool, bool)",InterpolationFilter,filterVer
0.12,43.73,0.06,7227813.0,0.0,0.0,"InterSearch::xTZSearchHelp(InterSearch::IntTZSearchStruct&, int, int, unsigned char, unsigned int)",InterSearch,xTZSearchHelp
0.12,43.79,0.06,3986502.0,0.0,0.0,"TransformUnit::copyComponentFrom(TransformUnit const&, ComponentID)",TransformUnit,copyComponentFrom
0.12,43.85,0.06,2520610.0,0.0,0.0,"TrQuant::xFwdLfnst(TransformUnit const&, ComponentID, bool)",TrQuant,xFwdLfnst
0.12,43.91,0.06,350061.0,0.0,0.0,"PU::setAllAffineMv(PredictionUnit&, Mv, Mv, Mv, RefPicList, bool)",PU,setAllAffineMv
0.12,43.97,0.06,296854.0,0.0,0.0,"IntraPrediction::xGetLMParameters(PredictionUnit const&, ComponentID, CompArea const&, int&, int&, int&)",IntraPrediction,xGetLMParameters
0.12,44.03,0.06,283044.0,0.0,0.0,"InterSearch::xPatternRefinement(PredictionUnit const&, RefPicList, int, AreaBuf<short const> const*, Mv, int, Mv&, bool, bool&)",InterSearch,xPatternRefinement
0.12,44.09,0.06,112382.0,0.0,0.0,"IntraPrediction::xGetLumaRecPixels(PredictionUnit const&, CompArea)",IntraPrediction,xGetLumaRecPixels
0.12,44.15,0.06,100205.0,0.0,0.0,"void simdHorizontalSobelFilter<(X86_VEXT)3>(short*, int, int*, int, int, int)",no_class_function,void simdHorizontalSobelFilter
0.12,44.21,0.06,86786.0,0.0,0.0,"EncCu::xCompressCU(CodingStructure*&, CodingStructure*&, Partitioner&, double)",EncCu,xCompressCU
0.11,44.27,0.06,3760968.0,0.0,0.0,CodingStructure::clearPUs(),CodingStructure,clearPUs
0.11,44.32,0.06,3314889.0,0.0,0.0,InterPrediction::xCheckIdenticalMotion(PredictionUnit const&),InterPrediction,xCheckIdenticalMotion
0.11,44.38,0.06,2444692.0,0.0,0.0,"CodingStructure::initStructData(int const&, bool const&)",CodingStructure,initStructData
0.11,44.43,0.06,1367023.0,0.0,0.0,"void addAvg_SSE<(X86_VEXT)3, 8>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&)",no_class_function,void addAvg_SSE
0.1,44.48,0.05,2774481.0,0.0,0.0,"CABACWriter::ts_flag(TransformUnit const&, ComponentID)",CABACWriter,ts_flag
0.1,44.53,0.05,8186834.0,0.0,0.0,"unsigned int updateCandList<IntraSearch::ModeInfo, 99ul>(IntraSearch::ModeInfo, double, static_vector<IntraSearch::ModeInfo, 99ul>&, static_vector<double, 99ul>&, unsigned long, int*)",unsigned int updateCandList<IntraSearch,"ModeInfo, 99ul>"
0.1,44.58,0.05,7783967.0,0.0,0.0,CodingStructure::getPredBuf(CompArea const&),CodingStructure,getPredBuf
0.1,44.63,0.05,2607906.0,0.0,0.0,"CS::getArea(CodingStructure const&, UnitArea const&, ChannelType)",CS,getArea
0.1,44.68,0.05,1955936.0,0.0,0.0,PredictionUnit::initData(),PredictionUnit,initData
0.1,44.73,0.05,1812580.0,0.0,0.0,"DQIntern::RateEstimator::initCtx(DQIntern::TUParameters const&, TransformUnit const&, ComponentID, FracBitsAccess const&)",DQIntern,RateEstimator::initCtx
0.1,44.78,0.05,1725090.0,0.0,0.0,"TrQuant::xInvLfnst(TransformUnit const&, ComponentID)",TrQuant,xInvLfnst
0.1,44.83,0.05,1172307.0,0.0,0.0,"IntraSearch::xEncIntraHeader(CodingStructure&, Partitioner&, bool const&, bool const&, int)",IntraSearch,xEncIntraHeader
0.1,44.88,0.05,1172307.0,0.0,0.0,"IntraSearch::xEncSubdivCbfQT(CodingStructure&, Partitioner&, bool const&, bool const&, int, PartSplit)",IntraSearch,xEncSubdivCbfQT
0.1,44.93,0.05,1044767.0,0.0,0.0,"PU::getColocatedMVP(PredictionUnit const&, RefPicList const&, Position const&, Mv&, int const&, bool)",PU,getColocatedMVP
0.1,44.98,0.05,995393.0,0.0,0.0,"fastInverseDCT2_B4(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDCT2_B4
0.1,45.03,0.05,185768.0,0.0,0.0,"std::pair<long, long> fwdTransformCbCr<-3>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)",std,"pair<long, long> fwdTransformCbCr<-3>"
0.1,45.08,0.05,127014.0,0.0,0.0,"AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char)",AreaBuf<short>,addWeightedAvg
0.1,45.13,0.05,96944.0,0.0,0.0,"EncCu::xCheckRDCostInterIMV(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&, double&)",EncCu,xCheckRDCostInterIMV
0.1,45.18,0.05,8065.0,0.0,0.0,"fastInverseDCT2_B64(int const*, int*, int, int, int, int, int, int)",no_class_function,fastInverseDCT2_B64
0.1,45.23,0.05,0.0,0.0,0.0,BitEstimatorBase::restart(),BitEstimatorBase,restart
0.09,45.28,0.05,26337997.0,0.0,0.0,"PreCalcValues::getValIdx(Slice const&, ChannelType) const",PreCalcValues,getValIdx
0.09,45.32,0.05,13476475.0,0.0,0.0,CS::isDualITree(CodingStructure const&),CS,isDualITree
0.09,45.37,0.05,6427716.0,0.0,0.0,TransformUnit::getCoeffs(ComponentID),TransformUnit,getCoeffs
0.09,45.41,0.05,4341620.0,0.0,0.0,"TU::needsSqrt2Scale(TransformUnit const&, ComponentID const&)",TU,needsSqrt2Scale
0.09,45.46,0.05,2738826.0,0.0,0.0,"CU::isMTSAllowed(CodingUnit const&, ComponentID)",CU,isMTSAllowed
0.08,45.5,0.04,38974112.0,0.0,0.0,CU::isIntra(CodingUnit const&),CU,isIntra
0.08,45.54,0.04,29767908.0,0.0,0.0,PelStorage::getBuf(CompArea const&) const,PelStorage,getBuf
0.08,45.58,0.04,5499440.0,0.0,0.0,"InterPrediction::xAddBIOAvg4(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&)",InterPrediction,xAddBIOAvg4
0.08,45.62,0.04,3415007.0,0.0,0.0,"PU::spanMotionInfo(PredictionUnit&, MergeCtx const&)",PU,spanMotionInfo
0.08,45.66,0.04,2661883.0,0.0,0.0,"TrQuant::transformNxN(TransformUnit&, ComponentID const&, QpParam const&, int&, Ctx const&, bool)",TrQuant,transformNxN
0.08,45.7,0.04,1803958.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 4, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.08,45.74,0.04,1725090.0,0.0,0.0,"TrQuant::invTransformNxN(TransformUnit&, ComponentID const&, AreaBuf<short>&, QpParam const&)",TrQuant,invTransformNxN
0.08,45.78,0.04,1464069.0,0.0,0.0,"IntraPrediction::initIntraPatternChType(CodingUnit const&, CompArea const&, bool)",IntraPrediction,initIntraPatternChType
0.08,45.82,0.04,1401037.0,0.0,0.0,"void reco_SSE<(X86_VEXT)3, 8>(short const*, int, short const*, int, short*, int, int, int, ClpRng const&)",no_class_function,void reco_SSE
0.08,45.86,0.04,1272432.0,0.0,0.0,"IntraSearch::xGetNextISPMode(IntraSearch::ModeInfo&, IntraSearch::ModeInfo const*, Size)",IntraSearch,xGetNextISPMode
0.08,45.9,0.04,1172307.0,0.0,0.0,"IntraSearch::xGetIntraFracBitsQT(CodingStructure&, Partitioner&, bool const&, bool const&, int, PartSplit, CUCtx*)",IntraSearch,xGetIntraFracBitsQT
0.08,45.94,0.04,777955.0,0.0,0.0,CABACWriter::cu_skip_flag(CodingUnit const&),CABACWriter,cu_skip_flag
0.08,45.98,0.04,757487.0,0.0,0.0,"void removeHighFreq_SSE<(X86_VEXT)3, 8>(short*, int, short const*, int, int, int)",no_class_function,void removeHighFreq_SSE
0.08,46.02,0.04,736853.0,0.0,0.0,CABACWriter::merge_idx(PredictionUnit const&),CABACWriter,merge_idx
0.08,46.06,0.04,541992.0,0.0,0.0,"PU::fillMvpCand(PredictionUnit&, RefPicList const&, int const&, AMVPInfo&)",PU,fillMvpCand
0.08,46.1,0.04,380160.0,0.0,0.0,"EncAdaptiveLoopFilter::calcCovariance(short (*) [4], short const*, int, AlfFilterShape const&, int, ChannelType, int)",EncAdaptiveLoopFilter,calcCovariance
0.08,46.14,0.04,208533.0,0.0,0.0,"AreaBuf<short>::scaleSignal(int, bool, ClpRng const&)",AreaBuf<short>,scaleSignal
0.08,46.18,0.04,199324.0,0.0,0.0,"void invTransformCbCr<-2>(AreaBuf<short>&, AreaBuf<short>&)",no_class_function,void invTransformCbCr
0.08,46.22,0.04,198099.0,0.0,0.0,"CodingStructure::useSubStructure(CodingStructure const&, ChannelType, UnitArea const&, bool, bool, bool, bool, bool)",CodingStructure,useSubStructure
0.08,46.26,0.04,178132.0,0.0,0.0,"IntraPrediction::geneWeightedPred(ComponentID, AreaBuf<short>&, PredictionUnit const&, short*)",IntraPrediction,geneWeightedPred
0.08,46.3,0.04,142070.0,0.0,0.0,"AreaBuf<short>::roundToOutputBitdepth(AreaBuf<short const> const&, ClpRng const&)",AreaBuf<short>,roundToOutputBitdepth
0.08,46.34,0.04,125170.0,0.0,0.0,"InterSearch::xSymmeticRefineMvSearch(PredictionUnit&, UnitBuf<short>&, Mv&, Mv&, RefPicList, MvField&, MvField&, unsigned long, int, int, unsigned int, int, bool&)",InterSearch,xSymmeticRefineMvSearch
0.08,46.38,0.04,100205.0,0.0,0.0,"solveEqual(double (*) [7], int, double*)",no_class_function,solveEqual
0.08,46.42,0.04,100205.0,0.0,0.0,"void simdVerticalSobelFilter<(X86_VEXT)3>(short*, int, int*, int, int, int)",no_class_function,void simdVerticalSobelFilter
0.08,46.46,0.04,86786.0,0.0,0.0,"BestEncInfoCache::isValid(CodingStructure const&, Partitioner const&, int)",BestEncInfoCache,isValid
0.08,46.5,0.04,86786.0,0.0,0.0,"EncModeCtrlMTnoRQT::initCULevel(Partitioner&, CodingStructure const&)",EncModeCtrlMTnoRQT,initCULevel
0.08,46.54,0.04,78582.0,0.0,0.0,"PU::getInterMergeCandidates(PredictionUnit const&, MergeCtx&, int, int const&)",PU,getInterMergeCandidates
0.08,46.58,0.04,35171.0,0.0,0.0,"InterSearch::xAffineMotionEstimation(PredictionUnit&, UnitBuf<short>&, RefPicList, Mv*, int, Mv*, bool*, unsigned int&, unsigned long&, int&, AffineAMVPInfo const&, bool&, bool)",InterSearch,xAffineMotionEstimation
0.08,46.62,0.04,1092.0,0.0,0.0,"EncAdaptiveLoopFilter::deriveFilterCoeffs(AlfCovariance*, AlfCovariance*, int (*) [25][13], AlfFilterShape&, short*, int, double (*) [2], AlfParam&)",EncAdaptiveLoopFilter,deriveFilterCoeffs
0.08,46.66,0.04,10.0,0.0,0.01,void IbcHashMap::xxBuildPicHashMap<(ChromaFormat)1>(UnitBuf<short> const&),void IbcHashMap,xxBuildPicHashMap<
0.07,46.69,0.04,21083033.0,0.0,0.0,"CodingStructure::isDecomp(Position const&, ChannelType) const",CodingStructure,isDecomp
0.07,46.73,0.04,6972099.0,0.0,0.0,PU::isBiPredFromDifferentDirEqDistPoc(PredictionUnit const&),PU,isBiPredFromDifferentDirEqDistPoc
0.07,46.76,0.04,4926377.0,0.0,0.0,"TU::isTSAllowed(TransformUnit const&, ComponentID)",TU,isTSAllowed
0.07,46.8,0.04,2856864.0,0.0,0.0,"CodingStructure::getBuf(CompArea const&, PictureType const&)",CodingStructure,getBuf
0.07,46.83,0.04,2300685.0,0.0,0.0,"MergeCtx::setMmvdMergeCandiInfo(PredictionUnit&, int)",MergeCtx,setMmvdMergeCandiInfo
0.07,46.87,0.04,490887.0,0.0,0.0,"void addAvg_SSE<(X86_VEXT)3, 4>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&)",no_class_function,void addAvg_SSE
0.07,46.9,0.04,0.0,0.0,0.0,"Picture::getRecoBuf(ComponentID, bool)",Picture,getRecoBuf
0.07,46.94,0.04,11802565.0,0.0,0.0,"CodingStructure::getPU(Position const&, ChannelType) const",CodingStructure,getPU
0.06,46.97,0.03,26927997.0,0.0,0.0,CU::isIBC(CodingUnit const&),CU,isIBC
0.06,47.0,0.03,9075200.0,0.0,0.0,"RdCost::setDistParam(DistParam&, AreaBuf<short const> const&, short const*, int, short const*, int, int, int, int, ComponentID)",RdCost,setDistParam
0.06,47.03,0.03,5696382.0,0.0,0.0,"AlfCovariance::gnsSolveByChol(double (*) [13], double*, double*, int) const",AlfCovariance,gnsSolveByChol
0.06,47.06,0.03,4952569.0,0.0,0.0,"IntraPrediction::getModifiedWideAngle(int, int, int)",IntraPrediction,getModifiedWideAngle
0.06,47.09,0.03,4093417.0,0.0,0.0,"IntraSearch::xFracModeBitsIntra(PredictionUnit&, unsigned int const&, ChannelType const&)",IntraSearch,xFracModeBitsIntra
0.06,47.12,0.03,4023111.0,0.0,0.0,"PU::getIntraMPMs(PredictionUnit const&, unsigned int*, ChannelType const&)",PU,getIntraMPMs
0.06,47.15,0.03,3289062.0,0.0,0.0,"QpParam::QpParam(TransformUnit const&, ComponentID const&, int, bool)",QpParam,QpParam
0.06,47.18,0.03,2902544.0,0.0,0.0,CABACWriter::merge_flag(PredictionUnit const&),CABACWriter,merge_flag
0.06,47.21,0.03,2693926.0,0.0,0.0,"void std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool> > >::emplace_back<std::pair<int, bool> >(std::pair<int, bool>&&)",void std,"vector<std::pair<int, bool>, std::allocator<std::pair<int, bool> > >::emplace_back<std::pair<int, bool> >"
0.06,47.24,0.03,1763608.0,0.0,0.0,"CodingStructure::getCURestricted(Position const&, Position, unsigned int, unsigned int, ChannelType) const",CodingStructure,getCURestricted
0.06,47.27,0.03,1515958.0,0.0,0.0,"CABACWriter::joint_cb_cr(TransformUnit const&, int)",CABACWriter,joint_cb_cr
0.06,47.3,0.03,1096715.0,0.0,0.0,"InterPrediction::isSubblockVectorSpreadOverLimit(int, int, int, int, int)",InterPrediction,isSubblockVectorSpreadOverLimit
0.06,47.33,0.03,1096014.0,0.0,0.0,CodingStructure::releaseIntermediateData(),CodingStructure,releaseIntermediateData
0.06,47.36,0.03,879572.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.06,47.39,0.03,864893.0,0.0,0.0,"void reco_SSE<(X86_VEXT)3, 4>(short const*, int, short const*, int, short*, int, int, int, ClpRng const&)",no_class_function,void reco_SSE
0.06,47.42,0.03,849716.0,0.0,0.0,"InterSearch::xGetSymmetricCost(PredictionUnit&, UnitBuf<short>&, RefPicList, MvField const&, MvField&, int)",InterSearch,xGetSymmetricCost
0.06,47.45,0.03,672469.0,0.0,0.0,"EncModeCtrlMTnoRQT::tryMode(EncTestMode const&, CodingStructure const&, Partitioner&)",EncModeCtrlMTnoRQT,tryMode
0.06,47.48,0.03,619406.0,0.0,0.0,"CABACWriter::split_cu_mode(PartSplit, CodingStructure const&, Partitioner&)",CABACWriter,split_cu_mode
0.06,47.51,0.03,603015.0,0.0,0.0,"IntraSearch::xGetIntraFracBitsQTChroma(TransformUnit&, ComponentID const&)",IntraSearch,xGetIntraFracBitsQTChroma
0.06,47.54,0.03,541592.0,0.0,0.0,"InterSearch::xEstimateMvPredAMVP(PredictionUnit&, UnitBuf<short>&, RefPicList, int, Mv&, AMVPInfo&, bool, unsigned long*)",InterSearch,xEstimateMvPredAMVP
0.06,47.57,0.03,426208.0,0.0,0.0,RdCost::xGetSSE(DistParam const&),RdCost,xGetSSE
0.06,47.6,0.03,384282.0,0.0,0.0,"InterSearch::xCalcAffineMVBits(PredictionUnit&, Mv*, Mv*)",InterSearch,xCalcAffineMVBits
0.06,47.63,0.03,374984.0,0.0,0.0,"TrQuant::selectICTCandidates(TransformUnit const&, CompStorage*, CompStorage*)",TrQuant,selectICTCandidates
0.06,47.66,0.03,326205.0,0.0,0.0,"PU::addAMVPHMVPCand(PredictionUnit const&, RefPicList, int, AMVPInfo&)",PU,addAMVPHMVPCand
0.06,47.69,0.03,321863.0,0.0,0.0,"CABACWriter::transform_tree(CodingStructure const&, Partitioner&, CUCtx&, PartSplit, int)",CABACWriter,transform_tree
0.06,47.72,0.03,314690.0,0.0,0.0,"fastForwardDST7_B8(int const*, int*, int, int, int, int)",no_class_function,fastForwardDST7_B8
0.06,47.75,0.03,297674.0,0.0,0.0,"IntraPrediction::xPredIntraDc(AreaBuf<short const> const&, AreaBuf<short>&, ChannelType, bool)",IntraPrediction,xPredIntraDc
0.06,47.78,0.03,252732.0,0.0,0.0,TransformUnit::operator=(TransformUnit const&),TransformUnit,operator=
0.06,47.81,0.03,185768.0,0.0,0.0,"std::pair<long, long> fwdTransformCbCr<0>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)",std,"pair<long, long> fwdTransformCbCr<0>"
0.06,47.84,0.03,163394.0,0.0,0.0,"SaveLoadEncInfoSbt::findBestSbt(UnitArea const&, unsigned int)",SaveLoadEncInfoSbt,findBestSbt
0.06,47.87,0.03,63986.0,0.0,0.0,"TrQuant::xITransformSkip(AreaBuf<int const> const&, AreaBuf<short>&, TransformUnit const&, ComponentID const&)",TrQuant,xITransformSkip
0.06,47.9,0.03,63696.0,0.0,0.0,"CABACWriter::mvd_coding(Mv const&, signed char)",CABACWriter,mvd_coding
0.06,47.93,0.03,58388.0,0.0,0.0,"EncCu::xCheckModeSplit(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&, ModeType, bool&)",EncCu,xCheckModeSplit
0.06,47.96,0.03,6283170.0,0.0,0.0,"PreCalcValues::getMaxBtDepth(Slice const&, ChannelType) const",PreCalcValues,getMaxBtDepth
0.06,47.99,0.03,4936277.0,0.0,0.0,CodingStructure::getMotionBuf(Area const&),CodingStructure,getMotionBuf
0.06,48.02,0.03,1.0,0.03,0.03,"Quant::init(unsigned int, bool, bool, bool)",Quant,init
0.05,48.04,0.03,11233901.0,0.0,0.0,"TU::getCbf(TransformUnit const&, ComponentID const&)",TU,getCbf
0.05,48.07,0.03,6799423.0,0.0,0.0,"RdCost::calcRdCost(unsigned long, unsigned long, bool)",RdCost,calcRdCost
0.05,48.09,0.03,4981223.0,0.0,0.0,DeriveCtx::CtxMipFlag(CodingUnit const&),DeriveCtx,CtxMipFlag
0.05,48.12,0.03,1697298.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 8, true, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.05,48.14,0.03,1113534.0,0.0,0.0,CodingStructure::getPredBuf(UnitArea const&),CodingStructure,getPredBuf
0.05,48.17,0.03,648879.0,0.0,0.0,"void simdFilter<(X86_VEXT)3, 8, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool)",no_class_function,void simdFilter
0.05,48.19,0.03,2404793.0,0.0,0.0,"AreaBuf<short>::reconstruct(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&)",AreaBuf<short>,reconstruct
0.05,48.22,0.03,1221936.0,0.0,0.0,convertMvFloatToFixed(int),no_class_function,convertMvFloatToFixed
0.05,48.24,0.03,167088.0,0.0,0.0,"void xWeightedGeoBlk_SSE<(X86_VEXT)3>(PredictionUnit const&, unsigned int, unsigned int, ComponentID, unsigned char, UnitBuf<short>&, UnitBuf<short>&, UnitBuf<short>&)",no_class_function,void xWeightedGeoBlk_SSE
0.05,48.27,0.03,0.0,0.0,0.0,"TUIntraSubPartitioner::canSplit(CodingStructure const&, bool&, bool&, bool&, bool&, bool&, bool&)",TUIntraSubPartitioner,canSplit
0.05,48.29,0.03,0.0,0.0,0.0,Picture::getTrueOrigBuf(ComponentID) const,Picture,getTrueOrigBuf
0.04,48.31,0.02,12099963.0,0.0,0.0,"PU::getFinalIntraMode(PredictionUnit const&, ChannelType const&)",PU,getFinalIntraMode
0.04,48.33,0.02,10583425.0,0.0,0.0,CodingUnit::isSepTree() const,CodingUnit,isSepTree
0.04,48.35,0.02,8147811.0,0.0,0.0,CompArea::lumaSize() const,CompArea,lumaSize
0.04,48.37,0.02,5854320.0,0.0,0.0,"IbcHashMap::xxComputeCrc32c16bit(unsigned int, short)",IbcHashMap,xxComputeCrc32c16bit
0.04,48.39,0.02,4981223.0,0.0,0.0,CABACWriter::mip_flag(CodingUnit const&),CABACWriter,mip_flag
0.04,48.41,0.02,3519651.0,0.0,0.0,CompArea::xRecalcLumaToChroma(),CompArea,xRecalcLumaToChroma
0.04,48.43,0.02,3156871.0,0.0,0.0,"InterPrediction::xWeightedAverage(PredictionUnit const&, UnitBuf<short const> const&, UnitBuf<short const> const&, UnitBuf<short>&, BitDepths const&, ClpRngs const&, bool const&, bool, bool, UnitBuf<short>*)",InterPrediction,xWeightedAverage
0.04,48.45,0.02,3038818.0,0.0,0.0,CABACWriter::subblock_merge_flag(CodingUnit const&),CABACWriter,subblock_merge_flag
0.04,48.47,0.02,1993549.0,0.0,0.0,DeriveCtx::CtxAffineFlag(CodingUnit const&),DeriveCtx,CtxAffineFlag
0.04,48.49,0.02,1902508.0,0.0,0.0,"void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&)",void std,"vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >"
0.04,48.51,0.02,1607222.0,0.0,0.0,"InterPrediction::xDMVRCost(int, short*, unsigned int, short const*, unsigned int, int, int)",InterPrediction,xDMVRCost
0.04,48.53,0.02,1560867.0,0.0,0.0,UnitArea::UnitArea(ChromaFormat),UnitArea,UnitArea
0.04,48.55,0.02,1476516.0,0.0,0.0,"RdCost::setDistParam(DistParam&, AreaBuf<short const> const&, short const*, int, int, ComponentID, int, int, bool)",RdCost,setDistParam
0.04,48.57,0.02,1367520.0,0.0,0.0,"CABACWriter::mts_idx(CodingUnit const&, CUCtx*)",CABACWriter,mts_idx
